id,da_doc,loai_thong_bao,ngay_tao,noi_dung,role_nhan,tieu_de,url_detail,nguoi_nhan_id,created_at,nguoi_dung_id
11,1,MUON_TRA,NULL,"Thiết bị "Máy chiếu BenQ MH535A" sẽ hết hạn mượn vào ngày 16/05/2026 (còn 4 ngày). Vui lòng hoàn trả đúng hạn.",NULL,"⏰ Nhắc nhở: Sắp đến hạn trả thiết bị",/giao-vien/muon-tra,NULL,"2026-05-12 15:00:05.382601",2
12,1,MUON_TRA,NULL,"Thiết bị "Máy chiếu BenQ MH535A" sẽ hết hạn mượn vào ngày 16/05/2026 (còn 4 ngày). Vui lòng hoàn trả đúng hạn.",NULL,"⏰ Nhắc nhở: Sắp đến hạn trả thiết bị",/giao-vien/muon-tra,NULL,"2026-05-12 15:00:50.551313",2
13,0,HE_THONG,NULL,"Tổng thiết bị: 10 | Đang mượn: 1 | Quá hạn: 1 | Báo hỏng chờ xử lý: 0.",ADMIN,"📊 Báo cáo hệ thống sáng nay",/admin,NULL,"2026-05-12 15:00:50.601466",NULL
14,0,HE_THONG,NULL,"Thiết bị đang mượn: 1 | Quá hạn chưa trả: 1 | Đơn báo hỏng cần xử lý: 0.",NHAN_VIEN_CSVC,"📋 Tóm tắt công việc hôm nay",/nhanvien-csvc/bao-hong,NULL,"2026-05-12 15:00:50.607787",NULL
15,0,MUON_TRA,NULL,"Có 1 phiếu mượn thiết bị đã quá ngày trả dự kiến. Đề nghị liên hệ người mượn để thu hồi.",NHAN_VIEN_CSVC,"🚨 Cảnh báo: 1 thiết bị mượn quá hạn",/nhanvien-csvc/muon-tra,NULL,"2026-05-12 15:00:50.616507",NULL
16,0,BAO_TRI,NULL,"Tỉ lệ thiết bị bị báo hỏng đã vượt 10% (3/10). Đề xuất tổ chức đợt bảo trì tổng thể.",ADMIN,"⚠️ AI Cảnh báo: Tần suất hỏng hóc cao",/admin/bao-tri,NULL,"2026-05-12 15:00:50.623104",NULL
17,1,MUON_TRA,NULL,"Thiết bị "Máy chiếu BenQ MH535A" sẽ hết hạn mượn vào ngày 16/05/2026 (còn 4 ngày). Vui lòng hoàn trả đúng hạn.",NULL,"⏰ Nhắc nhở: Sắp đến hạn trả thiết bị",/giao-vien/muon-tra,NULL,"2026-05-12 15:00:50.641068",2
18,1,MUON_TRA,NULL,"Giáo viên 'Nguyễn Văn An' đang mượn thiết bị 'Máy chiếu BenQ MH535A', hạn trả ngày 16/05/2026 (còn 4 ngày). Viết 2 câu nhắc nhở lịch sự, thân thiện để gửi cho giáo viên này.",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 4 ngày",/giao-vien/muon-tra,NULL,"2026-05-12 15:06:49.271902",2
19,0,HE_THONG,NULL,"Dựa vào dữ liệu sau, hãy viết một báo cáo ngắn gọn (3-4 câu) cho Quản trị viên hệ thống QLCSVC, nêu bật các vấn đề cần chú ý:
Dữ liệu hệ thống QLCSVC:
- Tổng thiết bị: 10
- Đang được mượn: 1
- Mượn qu...",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-05-12 15:06:49.271902",NULL
20,0,MUON_TRA,NULL,"Có 1 thiết bị mượn đã quá ngày trả. Viết 2 câu nhắc nhở cho quản trị viên về việc theo dõi và thu hồi.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-05-12 15:06:49.300160",NULL
21,0,HE_THONG,NULL,"Dựa vào tình trạng công việc nhân viên CSVC:
- Đơn báo hỏng chờ xử lý: 0
- Đơn đang xử lý: 2
- Thiết bị hỏng khẩn cấp/cao: 0
Viết tóm tắt công việc hôm nay (3-4 câu), nêu ưu tiên cần xử lý.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-05-12 15:06:49.311070",NULL
22,1,MUON_TRA,NULL,"Nhắc nhở: Thiết bị "Máy chiếu BenQ MH535A" bạn đang mượn sẽ hết hạn vào ngày 16/05/2026 (còn 4 ngày). Vui lòng hoàn trả đúng hạn, cảm ơn bạn!",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 4 ngày",/giao-vien/muon-tra,NULL,"2026-05-12 15:11:17.032752",2
23,0,HE_THONG,NULL,"Hệ thống hiện có 10 thiết bị, đang mượn: 1, quá hạn: 1, báo hỏng chờ xử lý: 0.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-05-12 15:11:17.055178",NULL
24,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-05-12 15:11:17.063361",NULL
25,0,HE_THONG,NULL,"Hôm nay có 0 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-05-12 15:11:17.071457",NULL
26,1,MUON_TRA,NULL,"Nhắc nhở: Thiết bị "Máy chiếu BenQ MH535A" bạn đang mượn sẽ hết hạn vào ngày 16/05/2026 (còn 4 ngày). Vui lòng hoàn trả đúng hạn, cảm ơn bạn!",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 4 ngày",/giao-vien/muon-tra,NULL,"2026-05-12 15:11:44.253464",2
27,0,HE_THONG,NULL,"Hệ thống hiện có 10 thiết bị, đang mượn: 1, quá hạn: 1, báo hỏng chờ xử lý: 0.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-05-12 15:11:44.268515",NULL
28,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-05-12 15:11:44.273543",NULL
29,1,HE_THONG,NULL,"Hôm nay có 0 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-05-12 15:11:44.278627",NULL
30,0,HE_THONG,NULL,"Hệ thống hiện có 10 thiết bị, đang mượn: 1, quá hạn: 1, báo hỏng chờ xử lý: 0.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-05-14 15:58:29.592651",NULL
31,1,MUON_TRA,NULL,"Nhắc nhở: Thiết bị "Máy chiếu BenQ MH535A" bạn đang mượn sẽ hết hạn vào ngày 16/05/2026 (còn 2 ngày). Vui lòng hoàn trả đúng hạn, cảm ơn bạn!",NULL,"⏰ Nhắc nhở: Hạn trả thiết bị còn 2 ngày",/giao-vien/muon-tra,NULL,"2026-05-14 15:58:29.585050",2
32,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-05-14 15:58:29.613631",NULL
33,1,HE_THONG,NULL,"Hôm nay có 0 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-05-14 15:58:29.622748",NULL
34,0,HE_THONG,NULL,"Hệ thống hiện có 10 thiết bị, đang mượn: 1, quá hạn: 1, báo hỏng chờ xử lý: 0.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-04 21:40:41.770393",NULL
35,1,OVERDUE,NULL,"Chào Nguyễn Văn An, thiết bị 'Máy chiếu BenQ MH535A' bạn mượn vào ngày 2026-05-12 đã quá thời hạn trả dự kiến (2026-05-16). Vui lòng hoàn trả sớm nhất có thể. Cảm ơn!",NULL,"Thông báo: Thiết bị quá hạn trả",NULL,NULL,"2026-06-04 21:40:41.767837",2
36,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-04 21:40:41.790775",NULL
37,1,HE_THONG,NULL,"Hôm nay có 0 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-04 21:40:41.801733",NULL
38,0,MUON_TRA,NULL,"Có 2 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 2 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-04 21:57:32.755865",NULL
39,0,BAO_HONG,NULL,"Giáo viên Nguyễn Văn An vừa báo hỏng thiết bị TEst 1 (Mức độ: KHAN_CAP). Lỗi: vc ",ADMIN,"🚨 Báo hỏng mới: TEst 1",/admin/bao-hong,NULL,"2026-06-04 23:09:50.364874",NULL
40,0,BAO_HONG,NULL,"Giáo viên Nguyễn Văn An vừa báo hỏng thiết bị TEst 1 (Mức độ: KHAN_CAP). Lỗi: vc ",NHAN_VIEN_CSVC,"🚨 Báo hỏng mới: TEst 1",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:09:50.368835",NULL
41,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 2.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-04 23:12:07.796624",NULL
42,0,BAO_HONG,NULL,"Phát hiện 1 thiết bị hỏng mức nghiêm trọng. Vui lòng kiểm tra và xử lý ngay để đảm bảo hoạt động giảng dạy.",ADMIN,"🚨 AI Cảnh báo: 1 thiết bị hỏng khẩn cấp",/admin/bao-hong,NULL,"2026-06-04 23:12:07.824143",NULL
43,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-04 23:12:07.844656",NULL
44,1,HE_THONG,NULL,"Hôm nay có 2 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-04 23:12:07.861820",NULL
45,0,BAO_HONG,NULL,"Giáo viên Nguyễn Văn An vừa báo hỏng thiết bị PC HP EliteDesk 800 G8 (Mức độ: CAO). Lỗi: âffaf",ADMIN,"🚨 Báo hỏng mới: PC HP EliteDesk 800 G8",/admin/bao-hong,NULL,"2026-06-04 23:18:40.317058",NULL
46,1,BAO_HONG,NULL,"Giáo viên Nguyễn Văn An vừa báo hỏng thiết bị PC HP EliteDesk 800 G8 (Mức độ: CAO). Lỗi: âffaf",NHAN_VIEN_CSVC,"🚨 Báo hỏng mới: PC HP EliteDesk 800 G8",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:18:40.327843",NULL
47,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 3.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-04 23:21:46.945810",NULL
48,0,BAO_HONG,NULL,"Phát hiện 2 thiết bị hỏng mức nghiêm trọng. Vui lòng kiểm tra và xử lý ngay để đảm bảo hoạt động giảng dạy.",ADMIN,"🚨 AI Cảnh báo: 2 thiết bị hỏng khẩn cấp",/admin/bao-hong,NULL,"2026-06-04 23:21:46.967206",NULL
49,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-04 23:21:46.984051",NULL
50,0,HE_THONG,NULL,"Hôm nay có 3 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-04 23:21:46.997019",NULL
51,0,BAO_HONG,NULL,"Giáo viên Nguyễn Văn An vừa báo hỏng thiết bị Laptop HP ProBook 450 G8 (Mức độ: THAP). Lỗi: vc",ADMIN,"🚨 Báo hỏng mới: Laptop HP ProBook 450 G8",/admin/bao-hong,NULL,"2026-06-04 23:23:09.905288",NULL
52,0,BAO_HONG,NULL,"Giáo viên Nguyễn Văn An vừa báo hỏng thiết bị Laptop HP ProBook 450 G8 (Mức độ: THAP). Lỗi: vc",NHAN_VIEN_CSVC,"🚨 Báo hỏng mới: Laptop HP ProBook 450 G8",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:23:09.910284",NULL
53,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 4.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-04 23:30:35.392619",NULL
54,0,BAO_HONG,NULL,"Phát hiện 2 thiết bị hỏng mức nghiêm trọng. Vui lòng kiểm tra và xử lý ngay để đảm bảo hoạt động giảng dạy.",ADMIN,"🚨 AI Cảnh báo: 2 thiết bị hỏng khẩn cấp",/admin/bao-hong,NULL,"2026-06-04 23:30:35.428057",NULL
55,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-04 23:30:35.439948",NULL
56,0,HE_THONG,NULL,"Hôm nay có 4 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-04 23:30:35.451953",NULL
57,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 4.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-04 23:31:42.842986",NULL
58,0,BAO_HONG,NULL,"Phát hiện 2 thiết bị hỏng mức nghiêm trọng. Vui lòng kiểm tra và xử lý ngay để đảm bảo hoạt động giảng dạy.",ADMIN,"🚨 AI Cảnh báo: 2 thiết bị hỏng khẩn cấp",/admin/bao-hong,NULL,"2026-06-04 23:31:42.849304",NULL
59,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-04 23:31:42.860665",NULL
60,0,HE_THONG,NULL,"Hôm nay có 4 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-04 23:31:42.872300",NULL
61,0,BAO_HONG,NULL,"Thiết bị TEst 1 vừa được báo hỏng (mức KHAN_CAP): vc . Vui lòng kiểm tra và xử lý sớm.",NHAN_VIEN_CSVC,"🔴 Báo hỏng khẩn: TEst 1",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:31:42.893954",NULL
62,0,BAO_HONG,NULL,"Thiết bị PC HP EliteDesk 800 G8 vừa được báo hỏng (mức CAO): âffaf. Vui lòng kiểm tra và xử lý sớm.",NHAN_VIEN_CSVC,"🔴 Báo hỏng khẩn: PC HP EliteDesk 800 G8",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:31:42.908668",NULL
63,0,BAO_TRI,NULL,"Bảo trì thiết bị Máy in HP LaserJet Pro M404dn đã hoàn tất với kết quả: CAN_THAY_THE. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Máy in HP LaserJet Pro M404dn",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:31:42.923608",NULL
64,0,BAO_TRI,NULL,"Bảo trì thiết bị Loa JBL EON615 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Loa JBL EON615",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:31:42.945134",NULL
65,0,BAO_TRI,NULL,"Bảo trì thiết bị Laptop Dell Latitude 5420 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Laptop Dell Latitude 5420",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:31:42.961288",NULL
66,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 4.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-04 23:33:00.214056",NULL
67,0,BAO_HONG,NULL,"Phát hiện 2 thiết bị hỏng mức nghiêm trọng. Vui lòng kiểm tra và xử lý ngay để đảm bảo hoạt động giảng dạy.",ADMIN,"🚨 AI Cảnh báo: 2 thiết bị hỏng khẩn cấp",/admin/bao-hong,NULL,"2026-06-04 23:33:00.238171",NULL
68,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-04 23:33:00.246253",NULL
69,0,HE_THONG,NULL,"Hôm nay có 4 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-04 23:33:00.252233",NULL
70,0,BAO_HONG,NULL,"Thiết bị TEst 1 vừa được báo hỏng (mức KHAN_CAP): vc . Vui lòng kiểm tra và xử lý sớm.",NHAN_VIEN_CSVC,"🔴 Báo hỏng khẩn: TEst 1",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:33:00.284947",NULL
71,0,BAO_HONG,NULL,"Thiết bị PC HP EliteDesk 800 G8 vừa được báo hỏng (mức CAO): âffaf. Vui lòng kiểm tra và xử lý sớm.",NHAN_VIEN_CSVC,"🔴 Báo hỏng khẩn: PC HP EliteDesk 800 G8",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:33:00.302338",NULL
72,0,BAO_TRI,NULL,"Bảo trì thiết bị Máy in HP LaserJet Pro M404dn đã hoàn tất với kết quả: CAN_THAY_THE. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Máy in HP LaserJet Pro M404dn",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:33:00.318128",NULL
73,0,BAO_TRI,NULL,"Bảo trì thiết bị Loa JBL EON615 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Loa JBL EON615",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:33:00.326236",NULL
74,0,BAO_TRI,NULL,"Bảo trì thiết bị Laptop Dell Latitude 5420 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Laptop Dell Latitude 5420",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:33:00.340067",NULL
75,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 4.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-04 23:35:31.256289",NULL
76,0,BAO_HONG,NULL,"Phát hiện 2 thiết bị hỏng mức nghiêm trọng. Vui lòng kiểm tra và xử lý ngay để đảm bảo hoạt động giảng dạy.",ADMIN,"🚨 AI Cảnh báo: 2 thiết bị hỏng khẩn cấp",/admin/bao-hong,NULL,"2026-06-04 23:35:31.268162",NULL
77,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-04 23:35:31.287140",NULL
78,0,HE_THONG,NULL,"Hôm nay có 4 đơn báo hỏng chờ xử lý, 2 đơn đang xử lý. Ưu tiên xử lý các thiết bị khẩn cấp trước.",NHAN_VIEN_CSVC,"📋 AI Tóm tắt công việc hôm nay",/nhanvien-csvc,NULL,"2026-06-04 23:35:31.294123",NULL
79,0,BAO_HONG,NULL,"Thiết bị TEst 1 vừa được báo hỏng (mức KHAN_CAP): vc . Vui lòng kiểm tra và xử lý sớm.",NHAN_VIEN_CSVC,"🔴 Báo hỏng khẩn: TEst 1",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:35:31.307545",NULL
80,0,BAO_HONG,NULL,"Thiết bị PC HP EliteDesk 800 G8 vừa được báo hỏng (mức CAO): âffaf. Vui lòng kiểm tra và xử lý sớm.",NHAN_VIEN_CSVC,"🔴 Báo hỏng khẩn: PC HP EliteDesk 800 G8",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:35:31.318776",NULL
81,0,BAO_TRI,NULL,"Bảo trì thiết bị Máy in HP LaserJet Pro M404dn đã hoàn tất với kết quả: CAN_THAY_THE. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Máy in HP LaserJet Pro M404dn",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:35:31.327815",NULL
82,0,BAO_TRI,NULL,"Bảo trì thiết bị Loa JBL EON615 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Loa JBL EON615",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:35:31.338466",NULL
83,0,BAO_TRI,NULL,"Bảo trì thiết bị Laptop Dell Latitude 5420 đã hoàn tất với kết quả: THANH_CONG. Cập nhật trạng thái thiết bị nếu cần thiết.",NHAN_VIEN_CSVC,"🔧 Bảo trì hoàn tất: Laptop Dell Latitude 5420",/nhanvien-csvc/bao-tri,NULL,"2026-06-04 23:35:31.354604",NULL
84,0,BAO_HONG,NULL,"Giáo viên Nguyễn Văn An vừa báo hỏng thiết bị Laptop Dell Latitude 5420 (Mức độ: TRUNG_BINH). Lỗi: vfvdfdfg",ADMIN,"🚨 Báo hỏng mới: Laptop Dell Latitude 5420",/admin/bao-hong,NULL,"2026-06-04 23:36:56.604918",NULL
85,0,BAO_HONG,NULL,"Giáo viên Nguyễn Văn An vừa báo hỏng thiết bị Laptop Dell Latitude 5420 (Mức độ: TRUNG_BINH). Lỗi: vfvdfdfg",NHAN_VIEN_CSVC,"🚨 Báo hỏng mới: Laptop Dell Latitude 5420",/nhanvien-csvc/bao-hong,NULL,"2026-06-04 23:36:56.610664",NULL
86,0,HE_THONG,NULL,"Hệ thống hiện có 11 thiết bị, đang mượn: 2, quá hạn: 1, báo hỏng chờ xử lý: 5.",ADMIN,"📊 AI Báo cáo hệ thống tự động",/admin,NULL,"2026-06-04 23:45:35.215875",NULL
87,0,BAO_HONG,NULL,"Phát hiện 2 thiết bị hỏng mức nghiêm trọng. Vui lòng kiểm tra và xử lý ngay để đảm bảo hoạt động giảng dạy.",ADMIN,"🚨 AI Cảnh báo: 2 thiết bị hỏng khẩn cấp",/admin/bao-hong,NULL,"2026-06-04 23:45:35.228324",NULL
88,0,MUON_TRA,NULL,"Có 1 phiếu mượn đã quá hạn trả. Đề nghị liên hệ người mượn để thu hồi thiết bị kịp thời.",ADMIN,"⚠️ AI: 1 thiết bị mượn quá hạn",/admin/muon-tra,NULL,"2026-06-04 23:45:35.241060",NULL
